id;unit_id;fr;de;note;has_audio_fr;has_audio_de
216;4;On dit qu'on parle le meilleur français à Tours, sur la Loire.;Man sagt, in Tours an der Loire spricht man das beste Französisch.;;true;false
217;4;Mon fils va à la {maternelle|#1217} depuis septembre.;Mein Sohn geht seit September in den {Kindergarten|#1218}.;;true;false
218;4;Elle boit une {tisane|#1219} avant de dormir.;Sie trinkt vor dem Schlafengehen einen {Kräutertee|#1220}.;;true;false
219;4;J'aime les {infusions|#1221} à la {menthe|#1223}.;Ich mag {Pfefferminztee|#1222}.;;true;false
220;4;Ils veulent {agrandir|#1224} la maison.;Sie wollen das Haus {vergrößern|#1225}.;;true;false
221;4;Ce {médicament|#1226} aide à {guérir|#1228} rapidement.;Dieses {Medikament|#1227} hilft, schnell zu {heilen|#1229}.;;true;false
222;4;Le {skieur|#1230} descend la {piste|#1232} à toute vitesse.;Der {Skifahrer|#1231} fährt mit voller Geschwindigkeit die {Piste|#1233} hinunter.;;true;false
223;4;Il est tombé {malade|#1234} {subitement|#1236}.;Er ist {plötzlich|#1237} {krank|#1235} geworden.;;true;false
224;4;Il {neige|#1086} souvent au mois d'octobre ici.;Hier {schneit|#1087} es oft im Oktober.;;true;false
225;4;Une {couche|#1238} de {neige|#1240} couvre les {toits|#1010}.;Eine {Schneeschicht|#1239} bedeckt die {Dächer|#1011}.;;true;false
226;4;Peux-tu me passer le {tabouret|#1242} ?;Kannst du mir den {Hocker|#1243} reichen?;;true;false
227;4;Il y a de la {rouille|#1244} sur le métal.;Auf dem Metall ist {Rost|#1245}.;;true;false
228;4;Les vieilles chaînes ont commencé à {rouiller|#1246}.;Die alten Ketten haben angefangen zu {rosten|#1247}.;;true;false
229;4;Il a mis ses {souliers|#1248} neufs pour la fête.;Er hat seine neuen {Schuhe|#1249} für die Feier angezogen.;;true;false
230;4;La {semelle|#1250} de mes {bottes|#1252} est {cassée|#1254}.;Die {Sohle|#1251} meiner {Stiefel|#1253} ist {kaputt|#1255}.;;true;false
231;4;Elle porte des chaussures à {talon|#1256} haut.;Sie trägt Schuhe mit hohen {Absätzen|#1257}.;;true;false
232;4;Les {guêtres|#1258} protègent les jambes de la neige.;Die {Gamaschen|#1259} schützen die Beine vor Schnee.;;true;false
233;4;Le chemin est plein de {boue|#1260} après la {pluie|#1054}.;Der Weg ist nach dem {Regen|#1055} voller {Schlamm|#1261};;true;false
234;4;Il a attrapé le poisson avec un {filet|#1262}.;Er hat den Fisch mit einem {Netz|#1263} gefangen.;;true;false
235;4;Les {travailleurs saisonniers|#1264} viennent chaque hiver.;Die {Saisonarbeiter|#1265} kommen jeden Winter.;;true;false
236;4;On a besoin de dix {mètres cubes|#1266} de bois.;Wir brauchen zehn {Kubikmeter|#1267} Holz.;;true;false
237;4;Le {stockage|#1268} des données est sécurisé.;Die {Datenspeicherung|#1269} ist sicher.;;true;false
238;4;La {retenue d'eau|#1270} sert à produire de l'{électricité|#1167}.;Das {Rückhaltebecken|#1271} dient der {Stromerzeugung|#1272}.;;true;false
239;4;L'{acheminement|#1273} du {courrier|#1275} prend deux jours.;Der {Transport|#1274} der {Post|#1276} dauert zwei Tage.;;true;false
240;4;Il faut {équilibrer|#1277} le {budget|#1279}.;Man muss das {Budget|#1280} {ausgleichen|#1278}.;;true;false
241;4;Du {sommet|#1110}, la {vue|#1282} est {magnifique|#406}.;Vom {Gipfel|#1111} aus ist die {Aussicht|#1283} {wunderschön|#405}.;;true;false
242;4;Les fleurs {poussent|#242} en {abondance|#1284} au {printemps|#1063}.;Im {Frühling|#1064} {wachsen|#278} die Blumen im {Überfluss|#1285}.;;true;false
243;5;J'ai pris {rendez-vous|#1286} chez l'{otorhino|#1288}.;Ich habe einen {Termin|#1287} beim {HNO-Arzt|#1289}.;;true;false
244;5;L'{eau de pluie|#1290} est utilisable après {filtration|#1292}.;{Regenwasser|#1291} ist nach der {Filterung|#1293} verwendbar.;;true;false
245;5;L'{héliportage|#1294} permet d'apporter du matériel en altitude.;Der {Helikoptertransport|#1295} ermöglicht den Materialtransport in der Höhe.;;true;false
246;5;On admire le {coucher de soleil|#1296} au-dessus de la {montagne|#1298}.;Man bewundert den {Sonnenuntergang|#1297} über dem {Berg|#1299}.;;true;false
247;5;Ce {disque dur|#1300} a une grande {mémoire|#1302}.;Diese {Festplatte|#1301} hat einen großen {Datenspeicher|#1303}.;;true;false
248;5;Les {accumulateurs|#1304} stockent l'{énergie solaire|#1306}.;{Energiespeicher|#1305} speichern {Solarenergie|#1307}.;;true;false
249;5;Il a {accumulé|#1308} beaucoup d'{expérience|#1310}.;Er hat viel {Erfahrung|#1311} {angesammelt|#1309}.;;true;false
250;5;Ils {traversent|#773} le lac en {barque|#1312}.;Sie {überqueren|#774} den See mit einem {Boot|#1313}.;;true;false
251;5;L'{extension|#1314} du {réseau|#1316} est en cours.;Die {Erweiterung|#1315} des {Netzes|#1317} ist im Gange.;;true;false
252;5;Le {damage|#1318} des {pistes|#1232} commence à l'{aube|#1320}.;Die {Präparierung|#1319} der {Pisten|#1233} beginnt im {Morgengrauen|#1321}.;;true;false
253;5;La {dameuse|#1322} passe chaque nuit.;Die {Pistenraupe|#1323} fährt jede Nacht.;;true;false
254;5;Ils ont dû {abattre|#1163} des arbres malades.;Sie mussten kranke Bäume {fällen|#1164}.;;true;false
255;5;Il faut {débloquer|#1324} le compte avant de continuer.;Man muss das Konto {entsperren|#1325}, bevor man weitermacht.;;true;false
256;5;Le {thermalisme|#1326} attire beaucoup de {curistes|#1328}.;Das {Thermalwesen|#1327} zieht viele {Kurgäste|#1329} an.;;true;false
257;5;Le {VTT|#1330} est très populaire en montagne.;{Mountainbiken|#1331} ist in den Bergen sehr beliebt.;;true;false
258;5;Le {moniteur|#1332} de {parapente|#1334} explique les {consignes de sécurité|#1336}.;Der {Gleitschirmlehrer|#1333} erklärt die {Sicherheitsregeln|#1337}.;;true;false
259;5;Ils veulent {étaler|#1338} la {fréquentation|#1340} sur toute l'année.;Sie wollen den {Besuch|#1341} über das ganze Jahr {verteilen|#1339}.;;true;false
260;5;Il n'y a pas de {neige|#1240}, mais beaucoup de {vent|#1342}.;Es gibt keinen {Schnee|#1343}, aber viel {Wind|#1344}.;;true;false
261;5;Les {habits de ski|#1345} doivent être {imperméables|#1347}.;{Skibekleidung|#1346} muss {wasserdicht|#1348} sein.;;true;false
262;5;On marche avec des {raquettes|#1349} dans la neige.;Man geht mit {Schneeschuhen|#1350} durch den Schnee.;;true;false
263;5;Le {confinement|#1351} a changé nos {habitudes|#1353}.;Der {Lockdown|#1352} hat unsere {Gewohnheiten|#1354} verändert.;;true;false
264;5;Les {bottes de ski|#1355} sont lourdes à porter.;{Skischuhe|#1356} sind schwer zu tragen.;;true;false
265;5;Le {matériel de ski|#1357} est prêt.;Die {Skiausrüstung|#1358} ist bereit.;;true;false
266;5;Ce {matériau|#1359} est très {résistant|#1361}.;Dieses {Material|#1360} ist sehr {widerstandsfähig|#1362}.;;true;false
267;5;Ils skient sans {forfait|#1363} aujourd'hui.;Sie fahren heute ohne {Skipass|#1364} Ski.;;true;false
268;5;Il n'a pas {suffisamment|#1365} dormi.;Er hat nicht {ausreichend|#1366} geschlafen.;;true;false
269;5;Le {bilan|#1367} économique de la {station|#1369} est positif.;Die wirtschaftliche {Bilanz|#1370} des {Skigebiets|#1368} ist positiv.;;true;false
270;5;Il est dans le {déni|#1371} de la {réalité|#1373}.;Er {leugnet|#1372} die {Realität|#1374}.;;true;false
271;5;J'ai {du mal à|#1375} me lever tôt.;Ich habe {Schwierigkeiten|#1376}, früh aufzustehen.;;true;false
272;5;L'{hydrogène|#1377} est une {énergie propre|#1379}.;{Wasserstoff|#1378} ist eine {saubere Energiequelle|#1380}.;;true;false
273;5;Ils veulent faire {perdurer|#1381} la {tradition|#1383}.;Sie wollen die {Tradition|#1384} {fortbestehen lassen|#1382}.;;true;false
274;5;La {sobriété énergétique|#1385} est un {objectif|#1387} national.;{Energetische Genügsamkeit|#1386} ist ein nationales {Ziel|#1388}.;;true;false
275;5;Les {gaz à effet de serre|#1389} augmentent la {température|#1391}.;Die {Treibhausgase|#1390} erhöhen die {Temperatur|#1392}.;;true;false
276;5;La France {fait figure de|#1393} bon élève en matière d'{écologie|#1395}.;Frankreich {gilt als|#1394} Musterschüler in Sachen {Ökologie|#1396}.;;true;false
277;5;Une {éolienne|#1397} produit de l'{électricité|#1167} grâce au {vent|#1342}.;Eine {Windkraftanlage|#1398} erzeugt {Strom|#1168} durch {Wind|#1344}.;;true;false
278;5;Les fleurs {poussent|#242} vite au {printemps|#1063}.;Die Blumen {wachsen|#278} im {Frühling|#1064} schnell.;;true;false
279;6;Ses {grands-parents|#1399} aiment le {gâter|#1401} à Noël.;Seine {Großeltern|#1400} {verwöhnen|#1402} ihn gern zu Weihnachten.;;true;false
280;6;Ce {fromage|#1405} est produit de façon {artisanale|#1407}.;Dieser {Käse|#1406} wird {handwerklich|#1408} hergestellt.;;true;false
281;6;Elle est {fille unique|#1409} et vit seule.;Sie ist {Einzelkind|#1410} und lebt allein.;;true;false
282;6;J'ai un {demi-frère|#1412} qui habite à Lyon.;Ich habe einen {Halbbruder|#1413}, der in Lyon wohnt.;;true;false
283;6;Elle est toujours très {franche|#1414} avec ses amis.;Sie ist immer sehr {ehrlich|#1415} zu ihren Freunden.;;true;false
284;6;J'apprécie sa {franchise|#1416}.;Ich schätze ihre {Ehrlichkeit|#1417}.;;true;false
285;6;Le {taux de natalité|#1418} {baisse|#1420} depuis dix ans.;Die {Geburtenrate|#1419} {sinkt|#1421} seit zehn Jahren.;;true;false
286;6;Le {fédéralisme|#1422} donne plus de {pouvoir|#1424} aux régions.;Der {Föderalismus|#1423} gibt den Regionen mehr {Macht|#1425}.;;true;false
287;6;Il se sent {débordé|#1426} par le travail.;Er fühlt sich von der Arbeit {überfordert|#1427}.;;true;false
288;6;Le {cabinet médical|#1428} est au deuxième étage.;Die {Arztpraxis|#1429} ist im zweiten Stock.;;true;false
289;6;Une {bagarre|#1430} a {éclaté|#1432} devant l'école.;Vor der Schule ist eine {Schlägerei|#1431} {ausgebrochen|#1433}.;;true;false
290;6;Il a {cafté|#1434} à la maîtresse !;Er hat bei der Lehrerin {gepetzt|#1435}!;;true;false
291;6;Quelle {cafteuse|#1436} !;Was für eine {Petze|#1437}!;;true;false
292;6;J'ai {le cafard|#1438} depuis lundi.;Ich bin seit Montag {schlecht drauf|#1439}.;;true;false
293;6;Un {cafard|#1440} court sur le {mur|#280} !;Eine {Kakerlake|#1441} läuft über die Wand!;;true;false
294;6;Il devient {désinhibé|#1442} après quelques verres.;Nach ein paar Gläsern wird er {hemmungslos|#1443}.;;true;false
295;6;Elle {ne prend pas de gants|#1444} pour dire ce qu'elle pense.;Sie {nimmt kein Blatt vor den Mund|#1445}.;;true;false
296;6;Il sait bien {gérer|#1446} les {conflits|#1448} au travail.;Er kann {Konflikte|#1449} bei der Arbeit gut {lösen|#1447}.;;true;false
297;6;Il y a une vraie {complicité|#1450} entre eux.;Zwischen ihnen besteht echte {Vertrautheit|#1451}.;;true;false
298;6;J'ai {parcouru|#1452} l'{étude|#1454} rapidement.;Ich habe die {Studie|#1455} kurz {durchgesehen|#1453}.;;true;false
299;6;Il a {atteint|#1171} son {objectif|#1458}.;Er hat sein {Ziel|#1459} {erreicht|#1457}.;;true;false
300;6;Il est {tantôt|#1460} calme, {tantôt|#1460} nerveux.;Er ist {mal|#1461} ruhig, {mal|#1461} nervös.;;true;false
301;6;L'{entraide|#1462} est essentielle dans notre équipe.;{Gegenseitige Hilfe|#1463} ist in unserem Team wichtig.;;true;false
302;6;La police a dressé un {constat|#1464} après l'accident.;Die Polizei hat nach dem Unfall eine {Feststellung|#1465} aufgenommen.;;true;false
303;7;La {cargaison|#1466} est arrivée au {port|#1468}.;Die {Fracht|#1467} ist im {Hafen|#1469} angekommen.;;true;false
304;7;Vous êtes les {bienvenus|#1470} chez nous !;Ihr seid bei uns {willkommen|#1471}!;;true;false
305;7;Les {traditions celtes|#1472} sont encore présentes en Bretagne.;Die {keltischen Traditionen|#1473} sind in der Bretagne noch lebendig.;;true;false
306;7;Ils communiquent {par l'intermédiaire|#1474} d'un {avocat|#1476}.;Sie kommunizieren {über|#1475} einen {Anwalt|#1477}.;;true;false
307;7;Il {entretient|#1478} de bonnes {relations|#1480} avec ses {voisins|#1482}.;Er {pflegt|#1479} gute {Beziehungen|#1481} zu seinen {Nachbarn|#1483}.;;true;false
308;7;L'{entretien|#1484} a duré une heure.;Das {Gespräch|#277} dauerte eine Stunde.;;true;false
309;7;Elle a réussi son {entretien d'embauche|#1485}.;Sie hat ihr {Bewerbungsgespräch|#1486} bestanden.;;true;false
310;7;Ils se sont {entretenus|#1487} longuement.;Sie haben sich lange {unterhalten|#1488}.;;true;false
311;7;Il souffre d'une {rage de dents|#1489} terrible.;Er hat furchtbare {Zahnschmerzen|#1490}.;;true;false
312;7;Elle est {fâchée|#1491} contre lui.;Sie ist {wütend|#1492} auf ihn.;;true;false
313;7;Il veut bien {éduquer|#1493} ses enfants.;Er will seine Kinder gut {erziehen|#1494}.;;true;false
314;7;L'{éducation|#1495} des enfants n'est pas facile.;Die {Erziehung|#1496} der Kinder ist nicht einfach.;;true;false
315;7;Ils {se disputent|#1497} souvent pour des {broutilles|#1499}.;Sie {streiten sich|#1498} oft wegen {Kleinigkeiten|#1500}.;;true;false
316;7;N'{hésite|#1501} pas à poser des questions.;{Zögere|#1502} nicht, Fragen zu stellen.;;true;false
317;7;Il a {grandi|#1503} {hors de|#1505} la famille.;Er ist {außerhalb|#1506} der Familie {aufgewachsen|#1504}.;;true;false
318;7;Il a appris le {métier|#1507} {sur le tas|#1509}.;Er hat den {Beruf|#1508} {durch Praxis|#1510} gelernt.;;true;false
319;7;Il y a un {tas|#1511} de papiers sur la table.;Auf dem Tisch liegt ein {Haufen|#1512} Papiere.;;true;false
320;7;C'est une nouvelle très {réjouissante|#1513}.;Das ist eine sehr {erfreuliche|#1514} Nachricht.;;true;false
321;7;Il {demeure|#1515} à Paris depuis cinq ans.;Er {wohnt|#84} seit fünf Jahren in Paris.;;true;false
322;7;Il a besoin d'un {soutien|#1516} {affectif|#1518}.;Er braucht {emotionale|#1519} {Unterstützung|#1517}.;;true;false
323;7;Elle sait gérer les {désaccords|#1520} dans son équipe.;Sie kann {Unstimmigkeiten|#1521} in ihrem Team managen.;;true;false
324;7;La {fratrie|#1522} compte trois enfants.;Die {Geschwister|#1523} sind zu dritt.;;true;false
325;7;Cette erreur pourrait le {pénaliser|#1524}.;Dieser Fehler könnte ihn {benachteiligen|#1525}.;;true;false
326;7;Ce n'est pas grave, mais ce n'est pas normal {pour autant|#1526}.;Es ist nicht schlimm, aber {dennoch|#1527} nicht normal.;;true;false
327;7;Son {rang de naissance|#1528} influence son caractère.;Sein {Geburtsrang|#1529} beeinflusst seinen Charakter.;;true;false
328;7;Les enfants {répandent|#1530} leurs {jouets|#1532} partout.;Die Kinder {verteilen|#1339} ihr {Spielzeug|#1533} überall.;;true;false
329;7;L'{aîné|#1534} aide souvent les plus jeunes.;Der {Älteste|#1535} hilft oft den Jüngeren.;;true;false
330;7;Le {cadet|#1536} est plus {timide|#1538} que son frère.;Der {Jüngste|#1537} ist {schüchterner|#1539} als sein Bruder.;;true;false
331;7;À l'{adolescence|#1540}, il était très {rebelle|#1542}.;In der {Jugend|#1541} war er sehr {rebellisch|#1543}.;;true;false
332;7;Cette {campagne|#1544} vise une large {cible|#1546}.;Diese {Kampagne|#1545} richtet sich an eine breite {Zielgruppe|#1547}.;;true;false
333;7;Il faut {davantage|#1548} de temps pour finir ce projet.;Man braucht {mehr|#1549} Zeit, um dieses Projekt zu beenden.;;true;false
334;7;La mère {gronde|#1550} son fils.;Die Mutter {schimpft|#1551} mit ihrem Sohn.;;true;false
335;7;Il ne faut pas le {blâmer|#1552} pour cette erreur.;Man sollte ihn für diesen Fehler nicht {tadeln|#1553}.;;true;false
336;7;Elle a toujours été gentille {à son égard|#1554}.;Sie war immer nett {zu ihm|#1555};;true;false
337;7;Ils se sont {rapprochés|#1556} à l'{âge adulte|#1558}.;Sie haben sich im {Erwachsenenalter|#1559} {angenähert|#1557}.;;true;false
338;7;Le temps a {détendu|#1560} les {liens|#1562} entre eux.;Die Zeit hat die {Bindung|#1563} zwischen ihnen {gelockert|#1561}.;;true;false
339;7;Ils veulent {rassembler|#1564} la famille pour Noël.;Sie wollen die Familie zu Weihnachten {versammeln|#1565}.;;true;false
340;7;Ils sont mariés par {convention|#1566}, pas par amour.;Sie sind aus {Konvention|#1567} verheiratet, nicht aus Liebe.;;true;false
341;8;Quelle {pipelette|#1568}, elle parle sans arrêt !;Was für eine {Plaudertasche|#1569}, sie redet ohne Ende!;;true;false
342;8;Ils organisent une {boum|#1570} pour fêter la fin des examens.;Sie veranstalten eine {Party|#1571}, um das Ende der Prüfungen zu feiern.;;true;false
343;8;Je {m'entends bien|#1572} avec mes {collègues|#1574}.;Ich {verstehe mich gut|#1573} mit meinen {Kollegen|#1575}.;;true;false
344;8;Elle {s'entend mal|#1576} avec son frère.;Sie {versteht sich schlecht|#1577} mit ihrem Bruder.;;true;false
345;8;Les {jumeaux|#1578} {se ressemblent|#1580} beaucoup.;Die {Zwillinge|#1579} {ähneln sich|#1581} sehr.;;true;false
346;8;Les {jumelles|#1582} portent les mêmes {vêtements|#1584}.;Die {Zwillingsschwestern|#1583} tragen die gleichen {Kleider|#1585}.;;true;false
347;8;Ce sont de {vrais jumeaux|#1586}, ils se ressemblent parfaitement.;Das sind {eineiige Zwillinge|#1587}, sie sehen völlig gleich aus.;;true;false
348;8;Les {faux jumeaux|#1588} ne se ressemblent pas vraiment.;Die {zweieiigen Zwillinge|#1589} sehen sich nicht wirklich ähnlich.;;true;false
349;8;Je {confonds|#1590} toujours leurs {prénoms|#1592}.;Ich {verwechsele|#1591} ihre {Vornamen|#1593} ständig.;;true;false
350;8;Le bébé est né {prématuré|#1594}.;Das Baby wurde {frühgeboren|#1595}.;;true;false
351;8;On {distingue|#1596} à peine les montagnes dans le {brouillard|#293}.;Man {erkennt|#1597} die Berge im {Nebel|#294} kaum;;true;false
352;8;Tous les {citoyens|#1598} sont {égaux|#1600} devant la {loi|#682}.;Alle {Bürger|#1599} sind vor dem {Gesetz|#683} {gleich|#1601}.;;true;false
353;8;Mon fils est à la {maternelle|#1217} depuis septembre.;Mein Sohn ist seit September im {Kindergarten|#1218}.;;true;false
354;8;La {crèche|#1602} ouvre à sept heures du matin.;Die {Kinderkrippe|#1603} öffnet um sieben Uhr morgens.;;true;false
355;8;{La Haye|#1604} est une ville importante aux {Pays-Bas|#1606}.;{Den Haag|#1605} ist eine wichtige Stadt in den {Niederlanden|#1607}.;;true;false
356;8;Une {haie|#1154} sépare les deux {jardins|#1608}.;Eine {Hecke|#1155} trennt die beiden {Gärten|#1609}.;;true;false
357;8;Il a changé de {sujet|#1610} pour {éviter|#757} la question.;Er hat das {Thema|#1611} gewechselt, um der Frage {auszuweichen|#756}.;;true;false
358;8;Il {fait le malade|#1612} pour ne pas aller à l'école.;Er {stellt sich krank|#1613}, um nicht in die Schule zu gehen.;;true;false
359;9;Ce projet répond à un vrai {besoin|#1614}.;Dieses Projekt deckt einen echten {Bedarf|#1615}.;;true;false
360;9;La {réunion|#570} vient de {prendre fin|#1616}.;Die {Besprechung|#1617} ist gerade {zu Ende gegangen|#1618}.;;true;false
361;9;On pense que tout est simple, mais c'est {loin d'être le cas|#1619}.;Man denkt, alles sei einfach, aber das ist {bei weitem nicht der Fall|#1620}.;;true;false
362;9;Je pars {lorsque|#1621} tu arrives, {afin que|#1623} tu ne sois pas seul.;Ich gehe, {wenn|#1622} du kommst, {damit|#1624} du nicht allein bist.;;true;false
363;9;Il a {dissimulé|#1625} son {identité|#1627} pendant des années.;Er hat seine {Identität|#1628} jahrelang {verborgen|#1626}.;;true;false
364;9;Peux-tu {changer de place|#1629} avec moi ?;Kannst du mit mir den {Platz tauschen|#1630}?;;true;false
365;9;Le {conducteur|#848} a {ralenti|#1631} avant le {virage|#1633}.;Der {Fahrer|#849} wurde vor der {Kurve|#1634} {langsamer|#1632}.;;true;false
366;9;Il m'a fait des {appels de phare|#1635} pour me prévenir.;Er hat mir mit der {Lichthupe|#1636} Bescheid gegeben.;;true;false
367;9;Le {gyrophare|#1637} bleu {clignote|#1639} sur la voiture de police.;Das {Blaulicht|#1638} {blinkt|#1640} auf dem Polizeiauto.;;true;false
368;9;Elle s'intéresse beaucoup à la {généalogie|#1641} de sa famille.;Sie interessiert sich sehr für die {Ahnenforschung|#1642} ihrer Familie.;;true;false
369;9;Ils ont créé un {arbre généalogique|#1643} détaillé.;Sie haben einen detaillierten {Stammbaum|#1644} erstellt.;;true;false
370;9;L'{avis de décès|#1645} a été publié dans le journal.;Die {Todesanzeige|#1646} wurde in der Zeitung veröffentlicht.;;true;false
371;9;C'est une {coutume|#1647} {d'autrefois|#1649}.;Das ist ein {Brauch|#1648} von {früher|#579}.;;true;false
372;9;Il regarde la télé {au lieu de|#1650} faire ses {devoirs|#1652}.;Er schaut fern, {anstatt|#1651} seine {Hausaufgaben|#1653} zu machen.;;true;false
373;9;J'ai écrit la lettre au {brouillon|#1654} avant de la recopier.;Ich habe den Brief im {Entwurf|#1655} geschrieben, bevor ich ihn abgeschrieben habe.;;true;false
374;9;Elle a envoyé une {lettre de condoléances|#1656} à la famille.;Sie hat der Familie einen {Beileidsbrief|#1657} geschickt.;;true;false
375;9;L'{arbitre|#1658} a arrêté le match.;Der {Schiedsrichter|#1659} hat das Spiel unterbrochen.;;true;false
376;9;Il y a eu une {coupure d'électricité|#1660} hier soir.;Gestern Abend gab es einen {Stromausfall|#1661}.;;true;false
377;9;Il {s'interroge|#1662} {en continu|#1664} sur le sens de la vie.;Er {denkt nach|#1663} {ständig|#1665} über den Sinn des Lebens.;;true;false
378;9;Elle travaille comme {conseillère de vie|#1666}.;Sie arbeitet als {Lebensberaterin|#1667}.;;true;false
379;9;C'est son {confident|#1668} depuis des années.;Er ist seit Jahren ihr {Vertrauter|#1669}.;;true;false
380;9;Les {cadres|#1670} ont souvent des {horaires chargés|#1672}.;{Leitende Angestellte|#1671} haben oft volle {Arbeitszeiten|#1673}.;;true;false
381;9;Il a noué une {relation de confiance|#1674} avec son équipe.;Er hat ein {Vertrauensverhältnis|#1675} zu seinem Team aufgebaut.;;true;false
382;9;La {conférence|#1676} s'est déroulée sans problème.;Die {Konferenz|#1677} verlief ohne Probleme.;;true;false
383;9;Elle {s'est taillé|#1678} une place dans le {milieu artistique|#1680}.;Sie hat sich in der {Kunstszene|#1681} einen Platz {erkämpft|#1679}.;;true;false
384;9;L'{interlocuteur|#1682} a bien compris la question.;Der {Gesprächspartner|#1683} hat die Frage gut verstanden.;;true;false
385;9;Le professeur n'aime pas le {bavardage|#1684} en classe.;Der Lehrer mag kein {Geplauder|#1685} im Unterricht.;;true;false
386;9;Elle m'a fait un {aveu|#1686} {confidentiel|#1688}.;Sie hat mir ein {vertrauliches|#1689} {Geständnis|#1687} gemacht.;;true;false
387;9;Il faut toujours respecter {autrui|#1690}.;Man sollte immer {andere Menschen|#1691} respektieren.;;true;false
388;9;Il occupe ce poste {par intérim|#1692};Er besetzt diese Stelle {vorübergehend|#1693}.;;true;false
389;9;Ce cadeau a {comblé|#1694} ses {attentes|#920}.;Dieses Geschenk hat seine {Erwartungen|#1697} {erfüllt|#1695}.;;true;false
390;9;L'{émulation|#1698} entre collègues peut être positive.;{Wettstreit|#1699} unter Kollegen kann positiv sein.;;true;false
391;9;Son {épanchement|#1700} de sentiments m'a touché.;Sein {Gefühlsausbruch|#1701} hat mich berührt.;;true;false
392;9;L'Odyssée est une grande {épopée|#1702} grecque.;Die Odyssee ist ein großes griechisches {Epos|#1703}.;;true;false
393;9;Il était un peu {emprunté|#1704} pendant la réunion.;Er war während der Besprechung etwas {gehemmt|#1705}.;;true;false
394;9;L'enseignant l'a invité à {challenger|#1706} la réponse donnée.;Der Lehrer forderte ihn auf, die gegebene Antwort zu {hinterfragen|#1707}.;;true;false
395;9;Après un {échec|#1708}, il a su {rebondir|#1710}.;Nach einem {Misserfolg|#1709} hat er sich wieder {aufgerappelt|#1711}.;;true;false
396;9;Ce bâtiment a une forme très {esthétique|#1712}.;Dieses Gebäude hat eine sehr {ästhetische|#1713} Form;;true;false
397;9;Les {arabesques|#1714} décorent le {plafond|#1716} du palais.;Die {Arabesken|#1715} schmücken die {Decke|#1717} des Palastes.;;true;false
398;9;Le risque est faible, presque {négligeable|#1718}.;Das Risiko ist gering, fast {vernachlässigbar|#1719}.;;true;false
399;9;Il a {du mal à|#1375} s'en passer depuis qu'il a commencé.;Er kann nur {schwer|#1720} darauf verzichten, seit er angefangen hat.;;true;false
400;9;Cette expérience {valorise|#1721} ton {parcours professionnel|#1723}.;Diese Erfahrung {wertet auf|#1722} deinen beruflichen {Werdegang|#1724}.;;true;false
401;9;Cette situation {met|#1725} sa {patience|#1735} {à l'épreuve|#1725}.;Diese Situation {stellt|#1726} seine {Geduld|#1736} {auf die Probe|#1726}.;;true;true
402;9;Depuis son {divorce|#1727}, il est {reclus|#1729} socialement.;Seit seiner {Scheidung|#1728} lebt er sozial {zurückgezogen|#1730}.;;true;false
403;9;Il est trop {complaisant|#1731} avec ses collègues.;Er ist zu {nachsichtig|#1732} mit seinen Kollegen.;;true;false
404;9;Il voulait venir, {or|#873} il était malade.;Er wollte kommen, {jedoch|#874} war er krank.;;true;false
405;9;Il a donné un {avis|#871} {appuyé|#870} sur la question.;Er hat eine {nachdrückliche|#869} {Meinung|#872} zu der Frage geäußert.;;true;false
406;10;Il viendra demain, {du moins|#867} je l'espère.;Er wird morgen kommen, {wenigstens|#868} hoffe ich das.;;true;false
407;10;Elle porte une {oreillette|#1733} pour téléphoner en voiture.;Sie trägt einen {Ohrhörer|#1734} zum Telefonieren im Auto.;;true;false
408;10;Mes {écouteurs|#862} ne fonctionnent plus.;Meine {In-Ear-Kopfhörer|#863} funktionieren nicht mehr.;;true;false
409;10;J'utilise un {casque|#864} pour écouter de la musique.;Ich benutze {Kopfhörer|#865}, um Musik zu hören.;;true;false
410;10;La {poussette|#858} est pliée dans le {coffre de la voiture|#860}.;Der {Kinderwagen|#859} liegt im {Kofferraum|#861};;true;false
411;10;La {probabilité de gagner|#856} est très faible.;Die {Gewinnwahrscheinlichkeit|#857} ist sehr gering.;;true;false
412;10;Le {plagiat|#852} est {puni par la loi|#854}.;{Plagiate|#853} werden {gesetzlich bestraft|#855}.;;true;false
413;10;Les enfants apprennent la {table de multiplication|#850} à l'école.;Die Kinder lernen in der Schule das {Einmaleins|#851}.;;true;false
414;11;La police a {interpelé|#630} le {conducteur|#848}.;Die Polizei hat den {Fahrer|#849} {gestellt|#866}.;;false;false
415;11;Le {chantier|#814} {bloque|#817} une partie de la route.;Die {Baustelle|#815} {blockiert|#816} einen Teil der Straße.;;true;false
416;11;Il y a des {travaux|#98} dans la rue aujourd'hui.;Heute gibt es {Straßenarbeiten|#813}.;;true;false
417;11;La {piste cyclable|#811} est fermée pour travaux.;Der {Fahrradweg|#812} ist wegen Bauarbeiten gesperrt.;;true;false
418;11;Attention, c'est une {rue à sens unique|#809} !;Vorsicht, das ist eine {Einbahnstraße|#810}!;;true;false
419;11;L'{automobiliste|#796} a {freiné|#799} trop tard.;Der {Autofahrer|#797} hat zu spät {gebremst|#798}.;;true;false
420;11;J'ai {croisé|#792} quelqu'un qui m'{a reconnu|#795}.;Ich bin jemandem {begegnet|#793}, der mich {erkannt hat|#794}.;;true;false
